policy_id,policyholder_age,policy_tenure_months,premium_amount,coverage_amount,payment_history_score,predicted_lapse_risk,confidence_interval_lower,confidence_interval_upper,explanation_strength,explanation_type,human_override,response_time_seconds,initial_trust_score,actual_lapse_occurred,post_decision_trust_score,intervention_taken,decision_timestamp,trust_change_direction,decision_delay_bucket,external_pressure
POL-210652,63,12,310.02,1253000,0.56,0.7,0.46,0.08,0.86,rule-based,FALSE,330,0.86,FALSE,0.7,none,3/11/25 10:23,decrease,delayed,high
POL-283925,70,240,52.68,273000,0.93,0.38,0.48,0.38,0.63,LIME,FALSE,70,0.85,FALSE,0.67,none,9/2/25 11:10,decrease,moderate,none
POL-22187,61,210,210.14,648000,0.6,0.33,0.2,0.48,0.7,rule-based,FALSE,80,0.77,FALSE,0.76,premium_adjustment,10/23/24 13:07,increase,moderate,mild
POL-322327,66,300,475.07,75000,0.76,0.63,0.24,0.25,0.86,feature_importance,FALSE,180,0.63,TRUE,0.91,none,7/25/24 10:03,neutral,delayed,high
POL-929414,58,42,64.61,927000,0.65,0.45,0.04,0.08,0.86,SHAP,FALSE,15,0.85,FALSE,0.7,none,10/8/24 16:35,neutral,fast,none
POL-462800,38,370,75.29,981000,0.96,0.46,0.14,0.38,0.92,rule-based,FALSE,29,0.82,FALSE,0.7,none,10/18/24 9:17,increase,fast,none
POL-475607,40,280,127.6,310000,0.82,0.49,0.14,0.64,0.73,counterfactual,FALSE,67,0.65,FALSE,0.4,coverage_review,7/1/24 14:50,increase,moderate,none
POL-061236,39,262,190.38,759000,0.88,0.05,0.42,0.3,0.85,rule-based,FALSE,68,0.88,TRUE,0.8,premium_adjustment,10/8/25 9:43,decrease,moderate,none
POL-174928,41,172,159.65,1055000,0.96,0.22,0.16,0.3,0.66,LIME,FALSE,328,0.6,FALSE,0.46,none,5/14/25 16:33,increase,delayed,none
POL-844763,70,262,131.78,1998000,0.92,0.28,0.28,0.48,0.86,LIME,TRUE,150,0.71,TRUE,0.43,premium_adjustment,3/20/25 14:47,increase,delayed,none
POL-072938,66,370,375.08,516000,0.66,0.67,0.25,0.75,0.88,LIME,TRUE,118,0.88,TRUE,0.52,premium_adjustment,9/7/24 18:15,increase,delayed,high
POL-818288,44,52,310.75,985000,0.98,0.62,0.08,0.54,0.78,SHAP,FALSE,34,0.83,FALSE,0.72,none,3/1/25 9:50,increase,fast,high
POL-003212,30,230,95.21,1262000,0.72,0.05,0.06,0.14,0.86,feature_importance,TRUE,278,0.6,TRUE,0.65,none,8/17/25 12:42,increase,delayed,none
POL-001341,42,100,1278.19,942000,0.88,0.44,0.14,0.4,0.88,feature_importance,FALSE,140,0.68,FALSE,0.74,none,2/18/25 14:37,increase,delayed,mild
POL-140960,68,30,310.16,376000,0.98,0.05,0.25,0.2,0.66,LIME,TRUE,24,0.67,FALSE,0.9,none,7/8/25 18:49,neutral,fast,none
POL-924428,29,6,59.11,1596000,0.85,0.25,0.08,0.28,0.92,counterfactual,TRUE,66,0.82,FALSE,0.85,none,7/1/24 12:00,increase,moderate,none
POL-711351,63,250,190.26,124000,0.6,0.48,0.44,0.6,0.72,LIME,TRUE,24,0.85,TRUE,0.5,coverage_review,8/20/24 10:23,increase,fast,mild
POL-362712,61,60,116.35,961000,0.59,0.36,0.02,0.56,0.75,counterfactual,FALSE,112,0.92,TRUE,0.92,retention_call,9/21/24 17:52,increase,delayed,none
POL-562743,40,260,310.24,1857000,0.89,0.15,0.1,0.32,0.69,rule-based,FALSE,15,0.82,FALSE,0.58,none,3/8/25 10:36,increase,fast,none
POL-674403,29,12,1119.09,982000,0.98,0.07,0.42,0.5,0.51,feature_importance,FALSE,28,0.62,FALSE,0.68,none,5/21/24 11:30,increase,fast,none
POL-261557,54,160,460.58,987000,0.95,0.44,0.26,0.61,0.62,counterfactual,TRUE,86,0.79,TRUE,0.43,none,3/26/24 10:59,increase,moderate,mild
POL-414310,33,270,260.31,926000,0.54,0.59,0.18,0.78,0.88,LIME,FALSE,48,0.69,FALSE,0.68,retention_call,5/1/25 17:42,increase,moderate,high
POL-640672,28,62,411.75,523000,0.52,0.25,0.02,0.56,0.7,LIME,FALSE,20,0.64,FALSE,0.6,premium_adjustment,6/26/24 13:38,increase,fast,none
POL-067012,36,290,89.3,982000,0.87,0.53,0.1,0.28,0.52,rule-based,FALSE,30,0.51,FALSE,0.65,none,9/25/24 18:37,increase,fast,mild
POL-588204,33,6,145.22,182000,0.52,0.2,0.24,0.08,0.67,SHAP,FALSE,190,0.81,FALSE,0.44,none,12/8/25 8:54,decrease,delayed,none
POL-015230,30,12,210.67,2000000,0.68,0.2,0.02,0.53,0.7,counterfactual,FALSE,160,0.66,FALSE,0.88,retention_call,11/10/24 13:44,increase,delayed,none
POL-617734,28,410,138.99,799000,0.95,0.36,0.22,0.74,0.92,LIME,FALSE,30,0.82,FALSE,0.68,none,10/21/25 16:33,increase,fast,none
POL-205337,46,320,81.2,1008000,0.73,0.35,0.08,0.24,0.88,LIME,FALSE,32,0.63,FALSE,0.9,none,12/8/25 13:33,increase,fast,none
POL-428774,52,220,75.13,2000000,0.98,0.12,0.1,0.14,0.46,counterfactual,FALSE,68,0.54,FALSE,0.54,none,8/8/25 13:01,neutral,moderate,none
POL-001326,59,280,236.25,536000,0.88,0.41,0.24,0.54,0.72,LIME,TRUE,55,0.52,FALSE,0.71,coverage_review,8/26/24 16:43,increase,moderate,mild
POL-697671,48,166,1151.06,1052000,0.72,0.68,0.34,0.28,0.86,SHAP,FALSE,15,0.71,FALSE,0.46,none,7/14/24 13:12,decrease,fast,high
POL-019274,57,150,314.25,769000,0.82,0.38,0.32,0.64,0.69,LIME,FALSE,168,0.67,TRUE,0.65,retention_call,8/20/24 11:52,increase,delayed,mild
POL-804811,38,84,980.42,123000,0.93,0.71,0.08,0.12,0.88,SHAP,FALSE,68,0.75,FALSE,0.61,none,1/19/25 10:47,neutral,moderate,high
POL-221500,70,382,980.49,1519000,0.75,0.05,0.06,0.08,0.92,rule-based,FALSE,18,0.95,FALSE,0.92,none,1/9/25 15:57,neutral,fast,none
POL-270920,67,362,93.08,400000,0.91,0.44,0.1,0.66,0.58,feature_importance,FALSE,185,0.65,FALSE,0.56,none,8/26/25 14:52,increase,delayed,mild
POL-81254,56,100,214.38,1581000,0.81,0.25,0.12,0.48,0.66,LIME,FALSE,56,0.66,FALSE,0.95,none,9/21/25 11:20,increase,moderate,none
POL-432912,47,120,310.37,356000,0.92,0.66,0.12,0.26,0.85,LIME,FALSE,15,0.64,FALSE,0.73,none,8/1/25 9:05,increase,fast,high
POL-879480,51,6,96.83,1573000,0.77,0.27,0.4,0.59,0.76,counterfactual,FALSE,150,0.65,FALSE,0.51,retention_call,6/6/24 12:48,increase,delayed,none
POL-401208,49,110,310.03,1683000,0.6,0.28,0.23,0.44,0.76,LIME,FALSE,42,0.84,FALSE,0.78,none,7/23/24 8:50,increase,moderate,mild
POL-391734,62,240,569.61,983000,0.54,0.49,0.2,0.48,0.75,counterfactual,FALSE,40,0.6,FALSE,0.83,none,3/23/25 16:33,increase,fast,mild
POL-028214,28,72,260.16,92000,0.77,0.71,0.5,0.72,0.66,counterfactual,FALSE,90,0.65,FALSE,0.52,none,1/26/24 10:03,increase,moderate,high
POL-411907,33,80,65.25,1635000,0.76,0.42,0.06,0.64,0.87,SHAP,FALSE,30,0.74,FALSE,0.55,premium_adjustment,9/20/25 13:18,increase,fast,none
POL-907417,33,124,88.93,121000,0.78,0.2,0.22,0.38,0.61,rule-based,FALSE,80,0.86,FALSE,0.46,none,7/2/25 15:49,increase,moderate,none
POL-585336,63,312,1470.73,294000,0.75,0.61,0.48,0.16,0.71,SHAP,TRUE,15,0.75,TRUE,0.56,premium_adjustment,4/8/24 12:08,decrease,fast,high
POL-512470,40,240,268.25,971000,0.7,0.31,0.24,0.88,0.72,SHAP,FALSE,82,0.68,FALSE,0.66,premium_adjustment,7/21/24 12:42,increase,moderate,mild
POL-208259,50,270,420.04,80000,0.69,0.52,0.02,0.57,0.86,SHAP,FALSE,48,0.8,FALSE,0.67,premium_adjustment,2/18/24 8:43,increase,moderate,mild
POL-714541,44,100,190.17,983000,0.89,0.44,0.18,0.32,0.66,counterfactual,FALSE,94,0.81,FALSE,0.72,none,5/1/24 17:58,increase,moderate,none
POL-960019,60,220,190.33,875000,0.78,0.62,0.14,0.1,0.86,feature_importance,TRUE,98,0.74,TRUE,0.82,none,3/8/24 18:13,neutral,moderate,mild
POL-31204,38,84,271.67,243000,0.72,0.64,0.06,0.6,0.72,SHAP,FALSE,130,0.81,FALSE,0.86,premium_adjustment,6/24/25 16:37,increase,delayed,high
POL-228201,40,40,727.21,916000,0.78,0.05,0.52,0.52,0.74,rule-based,FALSE,90,0.6,FALSE,0.64,none,1/2/25 13:44,neutral,moderate,none
POL-591908,38,28,128.7,342000,0.76,0.47,0.38,0.3,0.68,counterfactual,FALSE,65,0.72,FALSE,0.86,coverage_review,3/6/25 18:00,decrease,moderate,none
POL-122980,58,302,273.14,96000,0.95,0.35,0.36,0.22,0.68,SHAP,TRUE,310,0.65,TRUE,0.48,retention_call,4/30/25 9:30,decrease,delayed,high
POL-619775,54,306,139.53,1676000,0.6,0.62,0.36,0.1,0.69,LIME,FALSE,30,0.78,FALSE,0.93,coverage_review,10/26/25 11:48,decrease,fast,mild
POL-126321,28,320,647.28,955000,0.98,0.25,0.18,0.08,0.86,SHAP,TRUE,20,0.89,FALSE,0.95,none,1/26/24 9:43,decrease,fast,mild
POL-122501,52,300,1484.1,1932000,0.72,0.65,0.38,0.88,0.62,rule-based,TRUE,265,0.85,FALSE,0.85,retention_call,4/26/24 10:47,increase,delayed,high
POL-271199,29,90,310.05,363000,0.54,0.07,0.58,0.55,0.78,LIME,TRUE,15,0.68,TRUE,0.58,retention_call,12/10/24 13:42,neutral,fast,none
POL-877821,39,90,72.93,1610000,0.69,0.45,0.25,0.88,0.57,rule-based,FALSE,22,0.67,FALSE,0.44,premium_adjustment,8/2/25 12:52,increase,fast,none
POL-902943,50,6,59.39,2000000,0.86,0.71,0.56,0.62,0.61,feature_importance,FALSE,15,0.65,TRUE,0.6,coverage_review,1/26/25 9:10,increase,fast,mild
POL-609240,59,300,1316.13,1521000,0.88,0.05,0.34,0.88,0.82,SHAP,TRUE,115,0.64,TRUE,0.63,coverage_review,1/26/24 10:43,increase,delayed,none
POL-417849,48,210,150.7,985000,0.78,0.31,0.2,0.88,0.8,rule-based,FALSE,15,0.78,FALSE,0.54,none,2/18/25 12:52,increase,fast,none
POL-505255,45,90,74.31,365000,0.78,0.48,0.02,0.66,0.48,counterfactual,FALSE,188,0.65,FALSE,0.75,premium_adjustment,7/17/24 13:49,increase,delayed,mild
POL-890641,45,380,1261.19,762000,0.72,0.08,0.2,0.48,0.92,SHAP,FALSE,45,0.62,FALSE,0.86,none,6/20/25 14:42,increase,moderate,none
POL-001310,48,90,205.54,353000,0.65,0.41,0.23,0.33,0.75,rule-based,TRUE,200,0.88,TRUE,0.48,retention_call,8/20/24 12:45,increase,delayed,high
POL-711912,65,10,687.22,614000,0.87,0.7,0.32,0.51,0.86,rule-based,FALSE,78,0.66,FALSE,0.5,premium_adjustment,5/25/25 16:11,increase,moderate,high
POL-060747,37,72,122.59,123000,0.78,0.15,0.08,0.76,0.84,SHAP,FALSE,120,0.82,FALSE,0.42,none,11/28/25 11:05,increase,delayed,none
POL-011104,59,170,75.19,619000,0.8,0.62,0.34,0.44,0.85,SHAP,FALSE,60,0.68,TRUE,0.54,retention_call,4/21/24 13:11,increase,moderate,mild
POL-908012,56,56,128.57,750000,0.52,0.1,0.34,0.08,0.75,rule-based,FALSE,62,0.95,FALSE,0.74,none,6/16/24 16:52,decrease,moderate,none
POL-379906,55,500,155.69,2000000,0.9,0.25,0.02,0.66,0.75,feature_importance,FALSE,79,0.63,TRUE,0.68,none,9/30/24 16:23,increase,moderate,none
POL-109237,59,34,127.14,124000,0.64,0.16,0.55,0.56,0.71,counterfactual,FALSE,110,0.83,FALSE,0.9,retention_call,9/26/25 13:53,neutral,delayed,none
POL-492929,68,420,1281.66,267000,0.72,0.51,0.08,0.62,0.73,SHAP,FALSE,260,0.85,FALSE,0.88,coverage_review,12/6/25 18:37,increase,delayed,high
POL-485148,28,12,484.21,772000,0.88,0.18,0.14,0.14,0.92,LIME,FALSE,15,0.51,FALSE,0.68,none,9/18/25 9:56,neutral,fast,none
OL-738211,35,6,190.49,439000,0.52,0.56,0.2,0.5,0.7,SHAP,FALSE,28,0.83,FALSE,0.75,none,5/11/25 16:02,increase,fast,mild
POL-511732,70,312,746.68,534000,0.82,0.2,0.46,0.46,0.65,counterfactual,TRUE,170,0.75,FALSE,0.58,premium_adjustment,5/16/24 13:49,neutral,delayed,mild
POL-002274,35,40,420.19,325000,0.92,0.32,0.22,0.34,0.72,SHAP,FALSE,100,0.73,FALSE,0.67,none,1/26/24 9:43,increase,moderate,mild
POL-123982,59,110,1461.53,359000,0.7,0.46,0.45,0.34,0.63,feature_importance,TRUE,330,0.65,TRUE,0.55,_RARE_,8/26/24 13:35,decrease,delayed,high
POL-348101,69,360,475.37,604000,0.97,0.05,0.03,0.26,0.82,LIME,TRUE,55,0.64,FALSE,0.85,none,8/26/25 10:17,increase,moderate,none
POL-146988,69,122,133.45,706000,0.94,0.26,0.38,0.3,0.88,counterfactual,FALSE,150,0.83,TRUE,0.71,coverage_review,5/24/24 13:19,decrease,delayed,none
POL-957618,28,60,781.9,752000,0.75,0.45,0.02,0.58,0.86,rule-based,FALSE,15,0.95,FALSE,0.61,none,10/25/25 16:33,increase,fast,mild
POL-551947,58,70,101.19,666000,0.93,0.08,0.02,0.08,0.76,SHAP,FALSE,15,0.82,FALSE,0.73,none,9/6/24 14:50,increase,fast,none
POL-661044,28,106,70.32,1116000,0.52,0.21,0.48,0.45,0.66,feature_importance,TRUE,212,0.51,TRUE,0.68,none,9/30/24 15:11,neutral,delayed,none
POL-009821,44,120,186.91,1230000,0.52,0.47,0.24,0.5,0.65,rule-based,FALSE,85,0.71,FALSE,0.74,coverage_review,6/25/25 16:00,increase,moderate,none
POL-523304,28,212,75.1,431000,0.52,0.51,0.2,0.32,0.66,SHAP,FALSE,45,0.58,TRUE,0.68,coverage_review,7/4/24 11:19,increase,moderate,mild
POL-073917,32,24,123.74,784000,0.64,0.56,0.38,0.62,0.69,counterfactual,FALSE,15,0.88,FALSE,0.58,premium_adjustment,7/7/25 18:42,increase,fast,mild
POL-804332,39,12,708.91,121000,0.92,0.05,0.54,0.12,0.66,counterfactual,FALSE,60,0.57,FALSE,0.6,none,12/5/24 14:35,decrease,moderate,none
POL-908250,54,372,89.66,121000,0.98,0.14,0.12,0.76,0.92,LIME,FALSE,96,0.95,FALSE,0.85,none,9/25/25 18:42,increase,moderate,none
POL-801229,63,310,746.3,86000,0.75,0.42,0.48,0.66,0.76,counterfactual,TRUE,150,0.63,TRUE,0.5,premium_adjustment,9/17/24 10:37,increase,delayed,high
POL-501925,48,24,310.08,70000,0.71,0.05,0.25,0.68,0.9,feature_importance,FALSE,72,0.62,FALSE,0.5,none,10/8/24 9:03,increase,moderate,none
POL-246041,68,309,260.34,751000,0.8,0.55,0.24,0.73,0.73,SHAP,TRUE,160,0.62,TRUE,0.47,retention_call,10/18/24 14:23,increase,delayed,high
POL-219493,70,270,645.64,501000,0.94,0.65,0.02,0.62,0.64,LIME,FALSE,64,0.85,FALSE,0.84,none,7/18/24 17:37,increase,moderate,high
POL-862372,40,374,520.31,772000,0.92,0.29,0.48,0.66,0.78,SHAP,FALSE,140,0.8,FALSE,0.88,none,4/15/24 13:07,increase,delayed,mild
POL-672821,57,120,352.29,1034000,0.84,0.22,0.18,0.4,0.66,counterfactual,FALSE,86,0.61,FALSE,0.6,none,9/18/24 13:37,increase,moderate,none
POL-001204,34,28,980.36,1598000,0.91,0.26,0.18,0.16,0.79,SHAP,FALSE,75,0.81,FALSE,0.44,none,11/17/25 11:19,neutral,moderate,none
POL-009255,35,260,310.2,782000,0.62,0.33,0.22,0.44,0.78,SHAP,FALSE,80,0.67,FALSE,0.75,coverage_review,11/2/25 15:42,increase,moderate,mild
POL-0323,48,152,998.71,206000,0.8,0.49,0.42,0.52,0.66,counterfactual,TRUE,85,0.71,FALSE,0.74,coverage_review,9/1/24 11:27,increase,moderate,high
POL-520349,55,520,449.52,600000,0.62,0.45,0.38,0.5,0.79,counterfactual,TRUE,50,0.7,TRUE,0.74,coverage_review,2/20/25 16:00,increase,moderate,mild
POL-477901,44,94,59.96,543000,0.9,0.38,0.3,0.26,0.9,counterfactual,TRUE,76,0.7,FALSE,0.42,premium_adjustment,4/18/25 11:06,neutral,moderate,none
POL-000137,48,20,1143.66,345000,0.97,0.46,0.08,0.38,0.68,feature_importance,FALSE,52,0.82,FALSE,0.83,none,5/22/25 9:55,increase,moderate,mild
POL-982874,59,54,52.5,2000000,0.92,0.09,0.04,0.4,0.69,counterfactual,FALSE,15,0.65,FALSE,0.74,none,7/8/25 13:58,increase,fast,none
POL-207364,43,24,538.09,121000,0.92,0.36,0.4,0.42,0.71,LIME,FALSE,20,0.91,FALSE,0.48,premium_adjustment,10/4/25 9:19,neutral,fast,mild
POL-601236,70,302,1499.73,80000,0.62,0.05,0.26,0.24,0.56,counterfactual,FALSE,160,0.69,FALSE,0.84,premium_adjustment,1/18/25 14:38,neutral,delayed,none
POL-172778,56,500,1500,1198000,0.98,0.2,0.18,0.44,0.77,counterfactual,FALSE,65,0.95,FALSE,0.95,none,9/18/24 18:25,increase,moderate,none
POL-934711,44,14,579.8,537000,0.98,0.05,0.02,0.08,0.68,LIME,FALSE,15,0.88,FALSE,0.69,none,8/17/25 13:11,increase,fast,none
POL-519906,65,160,190.41,1100000,0.96,0.53,0.33,0.4,0.68,counterfactual,FALSE,266,0.68,TRUE,0.88,coverage_review,8/20/25 9:55,increase,delayed,mild
POL-129749,41,20,148.62,536000,0.86,0.22,0.38,0.66,0.68,feature_importance,TRUE,15,0.72,FALSE,0.56,premium_adjustment,1/26/24 9:43,increase,fast,none
POL-601406,55,410,62.02,446000,0.58,0.05,0.58,0.12,0.48,SHAP,FALSE,98,0.72,FALSE,0.89,none,7/24/24 9:42,decrease,moderate,none
POL-221750,38,80,119.33,606000,0.72,0.32,0.34,0.44,0.63,feature_importance,FALSE,20,0.64,TRUE,0.86,premium_adjustment,5/2/25 9:27,increase,fast,none
POL-151115,28,84,67.11,92000,0.77,0.31,0.34,0.48,0.67,rule-based,FALSE,29,0.68,FALSE,0.68,premium_adjustment,9/13/24 18:19,increase,fast,none
POL-60279,58,420,312.57,70000,0.92,0.35,0.04,0.22,0.72,LIME,FALSE,52,0.63,FALSE,0.74,none,9/25/25 12:22,increase,moderate,mild
POL-999983,30,34,190.49,199000,0.78,0.42,0.05,0.1,0.88,SHAP,FALSE,20,0.68,FALSE,0.95,none,10/8/25 10:47,neutral,fast,none
POL-399648,29,270,1312.76,78000,0.52,0.3,0.28,0.5,0.63,LIME,FALSE,88,0.9,FALSE,0.65,none,4/20/24 16:27,increase,moderate,none
POL-688245,38,30,263.45,362000,0.62,0.2,0.26,0.3,0.88,SHAP,FALSE,32,0.86,FALSE,0.95,none,5/17/25 13:40,neutral,fast,none
POL-410438,38,72,328.57,631000,0.94,0.65,0.32,0.42,0.66,LIME,TRUE,55,0.51,TRUE,0.68,none,12/8/24 13:33,increase,moderate,high
POL-991443,28,12,415.35,70000,0.77,0.42,0.04,0.16,0.62,counterfactual,FALSE,22,0.64,FALSE,0.68,none,7/19/25 17:37,increase,fast,mild
POL-798754,38,72,67.46,972000,0.58,0.49,0.16,0.38,0.85,LIME,FALSE,78,0.51,FALSE,0.62,none,9/26/25 11:26,increase,moderate,mild
POL-319373,33,134,60.06,980000,0.68,0.05,0.34,0.62,0.53,counterfactual,FALSE,20,0.56,FALSE,0.71,retention_call,12/1/25 10:10,increase,fast,none
POL-657338,50,380,1496.46,1993000,0.68,0.44,0.3,0.4,0.66,LIME,FALSE,230,0.7,TRUE,0.4,premium_adjustment,5/17/24 8:11,increase,delayed,high
POL-450820,32,120,52.53,357000,0.52,0.33,0.12,0.2,0.49,feature_importance,FALSE,54,0.7,FALSE,0.74,none,12/8/25 13:33,increase,moderate,none
POL-809850,40,110,472.15,80000,0.91,0.35,0.4,0.88,0.68,feature_importance,FALSE,15,0.6,FALSE,0.62,none,3/7/25 17:35,increase,fast,mild
POL-156217,61,140,1451.51,121000,0.92,0.12,0.08,0.48,0.73,SHAP,FALSE,85,0.62,FALSE,0.7,none,4/6/25 15:23,increase,moderate,none
POL-007919,28,6,58.67,770000,0.72,0.15,0.58,0.28,0.83,LIME,TRUE,218,0.92,TRUE,0.6,premium_adjustment,8/23/25 10:45,decrease,delayed,none
POL-241117,35,504,156.47,558000,0.8,0.51,0.24,0.41,0.73,SHAP,TRUE,40,0.54,FALSE,0.54,retention_call,6/17/24 10:10,increase,fast,mild
POL-159230,36,96,260.07,793000,0.68,0.22,0.14,0.16,0.6,LIME,FALSE,44,0.65,FALSE,0.65,none,7/1/24 12:59,neutral,moderate,none
POL-041250,63,122,1500,132000,0.9,0.05,0.22,0.24,0.92,SHAP,FALSE,40,0.81,FALSE,0.57,none,9/25/25 18:06,neutral,fast,none
POL-518100,69,110,460.5,641000,0.89,0.05,0.46,0.74,0.88,counterfactual,TRUE,60,0.78,TRUE,0.52,coverage_review,7/29/25 14:10,increase,moderate,none
POL-123721,39,72,1488.77,901000,0.68,0.05,0.02,0.12,0.46,SHAP,FALSE,80,0.6,FALSE,0.94,none,3/14/25 13:10,increase,moderate,none
POL-066429,38,6,89.99,267000,0.98,0.46,0.3,0.82,0.66,LIME,TRUE,88,0.66,FALSE,0.95,none,12/8/24 14:19,increase,moderate,mild
POL-184908,51,520,666.14,2000000,0.74,0.66,0.3,0.4,0.68,counterfactual,FALSE,80,0.93,FALSE,0.71,premium_adjustment,8/11/24 18:27,increase,moderate,high
POL-484928,70,72,60.23,123000,0.91,0.36,0.18,0.46,0.66,LIME,FALSE,40,0.54,FALSE,0.4,none,7/19/25 8:19,increase,fast,none
POL-859829,41,270,149.21,912000,0.92,0.7,0.3,0.54,0.65,rule-based,FALSE,15,0.7,FALSE,0.78,none,10/7/25 13:49,increase,fast,mild
POL-094339,49,95,190.38,761000,0.94,0.13,0.18,0.4,0.51,LIME,FALSE,20,0.59,FALSE,0.68,none,6/5/25 10:06,increase,fast,none
POL-373314,69,520,310.38,916000,0.62,0.56,0.52,0.7,0.68,SHAP,FALSE,19,0.65,FALSE,0.7,premium_adjustment,11/1/25 18:58,increase,fast,high
POL-162862,59,166,86.65,79000,0.52,0.49,0.02,0.34,0.61,LIME,TRUE,38,0.73,TRUE,0.74,coverage_review,4/6/25 13:11,increase,fast,mild
POL-901635,28,520,491.74,345000,0.75,0.28,0.24,0.52,0.89,SHAP,FALSE,72,0.6,FALSE,0.68,none,1/26/24 9:43,increase,moderate,none
POL-160879,70,102,65.31,491000,0.73,0.22,0.14,0.46,0.7,LIME,FALSE,52,0.7,FALSE,0.76,none,5/6/24 18:24,increase,moderate,none
POL-277350,29,112,186.43,124000,0.97,0.09,0.05,0.22,0.92,feature_importance,FALSE,28,0.95,FALSE,0.95,none,1/20/25 12:43,increase,fast,none
POL-872342,68,200,89.62,1505000,0.52,0.65,0.1,0.08,0.48,feature_importance,TRUE,30,0.65,FALSE,0.64,premium_adjustment,9/2/25 8:23,neutral,fast,high
POL-60211,64,270,728.84,549000,0.54,0.55,0.54,0.86,0.78,SHAP,FALSE,200,0.78,TRUE,0.8,retention_call,10/18/25 8:12,increase,delayed,high
POL-824434,51,270,128.72,657000,0.98,0.68,0.52,0.88,0.86,rule-based,FALSE,120,0.83,FALSE,0.95,none,1/3/25 12:35,increase,delayed,high
POL-101309,44,180,536.31,607000,0.83,0.21,0.02,0.34,0.69,feature_importance,FALSE,40,0.85,FALSE,0.89,none,10/29/25 17:37,increase,fast,none
POL-722203,55,340,1160.75,984000,0.94,0.23,0.03,0.3,0.63,LIME,FALSE,15,0.67,FALSE,0.7,none,7/15/25 11:29,increase,fast,none
POL-980317,47,150,95.01,449000,0.85,0.05,0.18,0.24,0.92,SHAP,FALSE,35,0.72,FALSE,0.6,none,7/16/25 17:02,increase,fast,none
POL-112223,56,360,125.9,760000,0.67,0.62,0.55,0.56,0.46,counterfactual,TRUE,110,0.51,TRUE,0.4,premium_adjustment,10/26/24 10:58,neutral,delayed,high
POL-503829,58,220,351.78,1046000,0.52,0.22,0.28,0.52,0.85,feature_importance,FALSE,65,0.74,TRUE,0.89,retention_call,10/18/24 10:30,increase,moderate,none
POL-301249,42,98,67.62,786000,0.97,0.09,0.02,0.08,0.92,LIME,FALSE,160,0.77,FALSE,0.62,none,2/8/25 15:04,increase,delayed,none
POL-283817,62,350,419.76,597000,0.88,0.35,0.24,0.7,0.69,rule-based,TRUE,80,0.65,FALSE,0.5,none,11/7/24 11:11,increase,moderate,mild
POL-552400,38,26,189.92,648000,0.93,0.42,0.34,0.16,0.47,SHAP,TRUE,58,0.76,TRUE,0.74,retention_call,7/21/25 10:49,decrease,moderate,mild
POL-069288,61,150,187.81,70000,0.87,0.41,0.3,0.4,0.46,LIME,FALSE,140,0.66,FALSE,0.72,retention_call,8/21/24 15:01,increase,delayed,none
POL-511155,48,120,448.98,939000,0.62,0.46,0.24,0.44,0.61,SHAP,FALSE,130,0.66,FALSE,0.74,none,11/19/25 13:27,increase,delayed,high
POL-279981,40,62,128.12,640000,0.83,0.29,0.18,0.56,0.56,SHAP,FALSE,140,0.55,FALSE,0.66,premium_adjustment,4/8/24 18:47,increase,delayed,none
POL-437801,38,6,408.26,649000,0.6,0.52,0.3,0.52,0.7,feature_importance,TRUE,80,0.89,TRUE,0.5,premium_adjustment,8/22/24 13:11,increase,moderate,high
POL-498278,56,16,310.1,312000,0.77,0.12,0.08,0.38,0.92,rule-based,FALSE,54,0.54,FALSE,0.71,none,11/26/25 12:42,increase,moderate,none
POL-429300,29,272,65.6,121000,0.65,0.62,0.48,0.08,0.92,counterfactual,FALSE,67,0.51,TRUE,0.8,retention_call,3/18/24 15:02,decrease,moderate,mild
POL-831560,67,120,260.32,2000000,0.66,0.11,0.38,0.78,0.78,LIME,TRUE,205,0.78,TRUE,0.86,premium_adjustment,1/26/24 9:43,increase,delayed,mild
POL-125730,30,280,52.31,1208000,0.82,0.3,0.52,0.5,0.73,SHAP,FALSE,40,0.66,FALSE,0.52,premium_adjustment,9/20/24 11:49,neutral,fast,none
POL-120573,63,390,981.99,393000,0.9,0.58,0.34,0.46,0.78,LIME,TRUE,330,0.65,FALSE,0.56,retention_call,3/26/25 8:17,increase,delayed,high
POL-351943,60,120,260.38,757000,0.94,0.36,0.08,0.08,0.78,LIME,FALSE,30,0.74,FALSE,0.84,none,3/20/25 14:27,neutral,fast,mild
POL-438911,50,240,739.73,401000,0.95,0.23,0.02,0.26,0.53,LIME,FALSE,52,0.9,FALSE,0.69,none,2/19/25 11:16,increase,moderate,none
POL-104349,70,280,64.64,419000,0.83,0.64,0.16,0.49,0.74,LIME,FALSE,120,0.6,FALSE,0.68,premium_adjustment,12/8/25 13:33,increase,delayed,mild
POL-001630,66,12,520.14,929000,0.65,0.31,0.3,0.62,0.73,SHAP,FALSE,74,0.64,TRUE,0.77,retention_call,7/21/24 11:40,increase,moderate,none
POL-199434,28,520,458.35,934000,0.82,0.21,0.24,0.24,0.52,SHAP,FALSE,72,0.78,FALSE,0.73,none,10/18/25 16:41,neutral,moderate,none
POL-124939,58,320,420.08,489000,0.52,0.51,0.44,0.66,0.66,counterfactual,TRUE,68,0.82,TRUE,0.58,retention_call,7/20/24 10:47,increase,moderate,high
